authorid,paperids
1541079,362845 615914 1583939 377764 229290 1711470 2237695 576536 1184207 329528 496791 2030094 1219246 1188976 2085494 2246909
1541817,1374447 1926824
1541857,1510732 108726 1991683 1977265 416535 1756538 317298 1243988 361757 2048297
1541909,952215 1926573 2123551 1969063 151558 1079942 1494197 1072015 1157266 877233 441937 1313392 115534 282711 2152223 1469311 171291 524984 2242280 570750 1876834 650565 1801988 2070810 581492 1915204 179719 153311 1426977 2172790 1628955 2022192 2192165 274329 2095089 2035885 2025569 2101462 1973795 199609 2122147 1030168 1214778 1285800 1276438 786034 2092664 1209175 1807005 457915 297648 162332 1498110 1549005 70093 1240694 248739 1929238 1575452 627591 376407 347800 6689 1193179 1237136 292097 1982560 1741205 828209 2107890 766678 1202629 225630 2183858 39286 816282 1502081 1389849 1377347 859651 2110511 182219 535634 325087 183187 1443962 698110 1870527 873483 954627 1438918 173242 2254511 658092 1495155 2023446 692704 121827 335376 1284535 262425 1616513 751716 559582 213209 175922 1918165 787500 2149741 1984068 260512 372341 1111275 185741 27252 2129635 1831825 1915136 1236601 1904546 1004443 2093783 250821 236495 1949167 355547 1809350 638782 1198291 1293485 115342 567281 2182416 118802 1944100 1124996 287610 227940 197322 1503596 579592 1498533 481007 2087945 1590290 746038 351739 2106304 352460 268759 676770 1279470 1449172 291123 1940065 2040937 1388644 521940 831491 665124 2054268 783152 339007 2198711 579582 1588053 2080650 525742 325392 1640975 1149410 2010327 2118513 431513 2196267 1679460 170484 2140796 1754495 758264 102452 1038417 441372 265119 1195626 1731563 323169 209437 1727188 1938642 2120668 2137221 27804 1895836 369736 670909 2035128 977666 875439 1356839 643314 781504 1113330 1681699 1529761 2153635 387896 1767211 471388 2196281 372310 618057 2204346 306169 1237856 603619 1270021 1883705 2131337 804588 44597 298369 1267744 1270904 1535013 502075 658648 1185687 780308 2104436 1370893 1861228 2088802 1084195 2149866 2019124 1548052 2252027 1656116 1449498 2044436 833317 1734060 914350 2097948 150041 623582 1836366 871029 919899 1078389 2158023 451437 1644247 295420 2175198 147624 1472286 578098 154363 1963904 335107 1926613 358728 777389 1232546 1449608 2138955 785943 1024034 591270 2098928 2072190 1321482 204463 257060 2245273 587142 1232486 1875925 1608674 1948889 2083476 294947 92760 1484575 1681151 270831 475860 2119105 1321300 1665771 153389 585798 605391 800226 1291829 212962 1857961 135207 317005 1912571 1208448 13523 169913 677508 2108335 2036640 1204918 22939 1173319 1339310 253435 597361 1296123 473860 2238922 1767061 426293 1570714 1080499 996378 96985 631088 656329 825788 714053 18124 905672 1890237 1189476 1514263 2251807 1813661 156477 1126925 594843 363633 883855 779044 1368147 945671 1564486 1534347 950088 1415028 2208898 1087130 1378169 1202520 782069 1767370 1536060 1490924 2134294 1586007 2241246 1495995 2118165 1743457 1913527 1825545 438126 93249 496143 414107 1082130 1119288 824540 1706348 370749 372138 140176 474386 838669 114535 1714025 400562 1995543 624442 156247 1694626 665336 1423610 255554 1911399 496928 903574 1540408 2244071 21280 261818 299060 2239522 1465104 1221474 1128136 2128917 1274841 1978403 755268 860634 2234659 1958647 1704659 984630 806074 346217 625746 2140054 808920 1448938 2105891 556953 688503 350545 316511 940305 6530 867888 663806 1637446 38307 2072294 1648834 1328548 894222 2047918 1400021 1596477 578689 2083331 1515131 1237095 2216615 998749 15002 1023371 1196876 1805483 281707 1837131 482080 2064007 1389585 140460 1790154 1963104 974962 1656887 2187194 107821 886743 659838 567766 1805037 672758 46598 662275 1276033 455800 1511508 1236194 2162560 1297778 37587
1542191,2125014 1598052 737978 501510 517690 732573 1264359 1265518 1177614 300078 1720622 813075 1148119 1030517 1146192 1073800 2124881 310166 310934 418541 724155 573472 2142082 1995765 1844277 1708690 2217422 651988 943655 234273 1294750 2125139 1848203 730788 1471788 769447 2195216 1142432 1502881 1639440 596022 710686 1380920 176841 164867 1302729 1049405 1859909 1394738 476397 156575 149369 1984267 2134920 1329927 1638952 817515 1670476 295451 2144797 2060822 697421 2118695 684274 1046416 70269 626586 1366655 889247 165403 1886237 2152743 1545619 1906982 1289330 414983 2036535 1043238 362922 1749028 769492 1029395 1347092 1103794 1327228 1065450 1659970 525350 1941714 2062208 685422 284684 1048027 444583 1019497 1769465 860617 1491213 391714 1467432 509687 1176155 1986438 1582796 418398 1561653 1608471 1942400 940993 304357 664139 2095806 1146519 371223 1349971 1059774 170862 1020086 292951 211189 780462
1544784,411072 1695907 1494634 79119 635588 1204478 2160732 1505877 1716609 1705111 1804850 726313 329214 386637 1934713 919191 1716609 206017 356803 730302 1830286 897613 512130 893916 1332021 921102 1301203 1770893 713841 1604403 332567 2176643 207936 128296 710513 817337 1591344 2081890 1936258 1857830 1997140 1120012 997789 216676 1871659 839478 1224627 76382 590269 1309598 1907377 52284 1388863 2138788 1278358 700526 1447443 842060 867270 536018 1347736 615710 1930586 2082108 876489 1261593 291063 436198 575691 441759 1287874 2007981 793598 658287 1078967 908097 2120945 493430 1751414
1546558,1044827 427770 344324 220371 935907 1503847 2251072 241554
1548468,1240240 571471 920011 1790736 2000411 1893658 2016332 1937184 891226 891896 1965248 1048946 846351 1272997 959799
1549056,2069315 2128099 1162943 1304633 865362 2127027 1025007 924264 476652 427579 1807603 374547 933414 153405 592867 1482498 1756356 629199 2094585 1172910 80991 2217444 396260 263345 226132 1776746 1567397 1437012 1605350 910908 126962 1168611 1214732 838281 1319389 1548134 2035324 1948877 639951 1798973 5270 886159 926908 1767948 138240 892408 445673
1554124,789583 571979 853796 1010518 1084746 1744713 90084 1032972 287296 582089 164049 674085 1039693 1692014 1693757 1803346 2216815
1555571,2158071 608187 706995 1475438 852150 1738051 803469 2015622 2151288 1549395 1921914 1445598 2019104 1394130 999271 1448486 2221895 2031330 1114814 2148921 1769201
1559346,831344 627291 646152 143873 1157149 2145648 2093995 562746 540851 855619 1260443 2071921 22549 442676 13353 1801241 997960 46790 1228008 2217441 1683637 384535 145143 432086 700557 1755039 2258090 1178797 1197002 1713917 882898 416713 1631804 142445 1176425 34187 843092 146757 2228637 2201729 2144987 26557
1560294,2049117 973602 2211546 2131941 533126 1494833 721595 1099498 2112810
1560555,1782641 2013984 719663 1805925 772117 1798004 2012220 1758325 146971 519426 664680 588236 230183 1176928 868493 178091 862335 1602567 1216142 220894 196222 1591146 1405405 465390 1537577 584981 1882561 1196338 1838364 1205546 810189 281422 774053 1781483 2152729 2255677 1000439 517194 1719173 492119 151195 1928508 1380539 641593 80874 860856 1004365 2231347 1949824 1650585 1682858 1099221 1727574 1192840 174030 174030 2039305 36760 1456726 120214 617290 819381 1039732 1794713 1145636
1560832,711676 989150 587876 2234973 835790 1249525
1561626,1946125 409079 289174 599814 144189 2120200 661085 2131927 1566906 233471 1556216 1838723 950112 1114763 2073850 1802254 345458 195737 666991 1574079 997640 1190271 856691 1708505 141868 756539 382271 1462206 2161926 1443375 160616 1816461 2081446 1061175 1241423 69740 2188166 1279310 1060580 1776785 891456 129976 1980842 1118714 1357383 986469 2178106 28801 1311984
1561942,2135511 1703515 172383 66140 1842528 447137
1563027,830880 786847 1680451 1053443 801020 1774703 242291 1405005 1002246 889899 296435 1590550 1568898 97553 1458565 1639796 696050 722794 486602 1920776 272152 824002 1203073 1801299 1975236 870664 462962 1468893 2124203 881495 1965283 2087644 1535589 1430745 420737 1951741 2036082 1613562 1377210 1218931 398971 2200710 786847 71130 1941778 2038913 2115558 1088460 472848 215826 83775 564851 1297928 142121 1173107 387126 125566 1361790 1402712 967095 1792695 1133504 1994716 601496 1715636 1999656 218870 384985 468721 210073 862447 202223 2179738 248515 1483513 566121 1530277 979129 1389576 1309024 1447665 1533378 789404 545313 243446 1133223 36707 1330916 824422 1129923 1674597 2215539 727954 90985 12855 1170940 1828750 240979 1756109 787761 1389645 262313 345023 1392136 1655378 1562432 2183349 71754 1020115 1582717 864433 976216 1900274 2180092 1569777 104358 862035 2090720 2235315 678988 1652289 1180746 1965283 789959 1779317 1860230 444548 582728 1458920 522781 1216100 967095 233212 895115 2028899 73946 1999656 93641
1567716,1813822 428128 371283 179098 587822 1814471 641700 1904221 827340 1651062 2199718 805785 1581217 1701109 1874688 1795561 798069 1738090 1348127 415192 933040 2189500 791642 249204 592621 640557 746731 2241383 1602875 2161909 476042 298422 1627069 840973 108 433684 998423 1671289 1684828 345741 1500513 1404537 492915 1066593 2108722 1644937 2206315 545820 2167899 1455639 58237 200595 1335819 702219 2047210 594088 202721 971283 2004400 975907 1438637 269081 1584069 2255555 543825 1928763 1782357 1588790 1985515 1067771 991373 811989 1369311 1616882 475708 2197852 595365 1545260 1542688 2039120 532769 1253415 1905306 1241138 2233681 1614667 2094276 1518757 928641 779462 2087198 968275 368591 1808611 1556303 1178416 1748077 1607204 1010836 1558566 686828 1306143 564596 973236 388384 1017826 298168 180176 928652 178948 1382800 1723069 2163154 1240955 1458746 1187815 992469 2014303 896930 843079 2087668 934206 864187 1612447 2054485 1687819 300875 1736262 360148 90790 974862 445458 98900 2185299 1064448 931301 1302110 136942 749396 1603712 1474272 1687367 194487 1417313 1849815 1874764 922915 121746 442231 2124056 2000396 497964 1941452 1148232 575495 1376470 1059894 2154306 1727200 268477 563553 380786 1247899 139403 575481 452799 1821476 1782157 2129815 2123249 2229407 1037010 401160 595284 889251 446658 81470 1910706 150114 477090 1701803 2124774 1113679 1847029 620283 501683 877896 322939 1458671 1376040 1169544 1028554 109996 1155043 1802977 696667 1274840 1760346 455608 246741 1726511 1331292 695074 1298978 2219874 1225250 61144 2035152 1109816 1103750 1887974 139403 966926 1590074 98900 938555 1589748 1114989 889647 1811630 2203706 1124432 328498 1158025 514883 858006 891140 1668599 1360529 1674297 1720245 93494 1588790 281101 1352921 1397726 848950 1498594 438318 1702009 1700758 1614202 1659175 892753 1721189 2038157 1894277 568359 607658 2057253 1380230 173405 1334510 1983691 1059112 538880 491570 651470 1341160 124611 1572881 719870 1494898 1452740 13777 1289718
1568147,1609138 1330816 2022418 1821112 2079744 1662326 1519820 1830929 1920667 2249389
1568666,1270094 724031 1076347 481258 2067439 1952812 1631590 1719263 966808 741406 127442 1407014 2097678 41454 883705 280953 2108059 1403690 1817095 628717 1429087 692282 15365 1867811 436610 127767 667123 1595577 1591851 888685 830372 486592 1618012 356561 770181
1569895,1836904 512773 998014 992880 1153593 2082971 2235188 2006388 2069146 1393552 1874841 1092897 1749036 730154 813135 2230651 1940084 1381102 324973 640869 1960199 831816 57351 868992 1942412 872071 1604761 994217 923223 192453 330857 2069146 1196000 515816 338613 1560427 1896923 1277411
1570407,1311555 1255792 753435 1514947 1292030 1328487 1187164 520516 418618 1479485 1216544 711477 2233082 320065 68778 1362257 641098 483401 1434435
1570993,1694293 853153 2028290 1925300 1762442 764488 2247672 602676 42835 12901 1187371 1174987 909540
1575038,1847295 1579775 2129358 1693659 621755 330256 1327632
1576102,56936 364000 1380418 275591 660238 1060752 896974 1965985 709486 555777 295506 2147287
1576647,580865 1951381 2101310 1028628 1164185 1321286 1228337 331565 774840 490278 1353590 477468 552584 358234 1640504 2023188 1969889 1995997 1747585 823911 2140643 279203 705053 1459407 345696 292776 381371 2219256 940219 570856 16854 871577 508553 400000 1268401 1086642 751567 1657501 2164595 1596412 654589 1172655 1575257 1558466 1038086 944020 609837 1763629 989250 1878743 1130410 268040 1820436 134747 161466 647115 696393 978552 1933955 1751180 1177964 1301408 832356 985589 889699 1839027 6760 1898577 1318538 1841557 1554798 905748 901344 494152 1378997 476732 879196 1643874 1528694 1107677 922175 1962858 733202 924518 889469 1524441 396583 2021245 1807307 418363 1702603 574283 1388387 1500299 1911427 568372 265349 169497 2252926 2116566 1998498 2118479 864347 336389 697205 1685285 1665478 1642476 487575 441426 714981 448971 1871082 379607 915176 2116138 698333 896285 336069 821595 1891480 1568505 976818 557853 758798
1577317,1090519 1222864 1903342 433246 244906 1486485 1040485 881131 712577 665600 1696192 490200 1387751 1724136 613935 806357 1970289 578104 1387751 640714 582008 806357 1040485 2257044 1435252 2098590 1547027 2098590 218909 490200 618996 1696192 665600 613935 1486485 1090519 546307 404641 804445 1352618 777927
1579282,420215 1310655 2143301 372095 2050408 259478 694211 1636120 116377 446243 22823 1680552 2155472 105390 642551 1877475 2124260 70972 50045 950483 778378 1387035 2027311 541706 1570586 1494744 422296 711286 1212127 763293 2008680 2214401 1948693 492457 144645 1033223 1268701 395469 1723791 305350 233204 17790 1643812 2242579 2127633 1127574 561519 1239212 67231 2200643 1093260 1433492 70678 1700478 2228434 1334264 867568 1605800 321129 440501 986973 465487 985617 1602094
1581288,1010921 608856 1197591 968623 172392 2226514 1797488
1581483,195731 420205 1743584 1038702
1584233,1217385 286798 43469 182055 1630778 1891686 293346 289202 93833 150513 1591545 2128062 688739 2236414 969176
1584405,1161635 452614 979986 965372 349406 1334121 798420 445881 438608 525529 390429 975830 1573663 1823309 1980418 635080 451040
1585485,593204 1572762 642121 278784 1836422 804601 1383432 390056 518310 1764253 318351 1119612 40508 2101692 2106611 878507 429968 1684107 1142763 446256 1000510 884731 356851 1160029 1509252 2168627 593204 30819 1622133 2124421 712295 804601 1094105 1819733 376612 2096349 2211547 1059697 971234 1645009 1478868 851674 1528434 342736 1572762 1263950 549526 2193548 1049329 694125 418300 2167379 1744675 2231062 1283499 150428 830104 1494980 1653930 300928 2223176 1631101 785485 887581 443734 1987796 1062576 1018693 2136131 30819 191307 2002960 670172 794512 1825056 619884 1360127 1188970 565921
1590176,630526 2155446 2002399 181493 1949225 1323651 913450 124415 1601394 2217284 737326 604328 1540092 1611284 105377 1520862 1248231 850927 1404735 1212333 72416 2116188 37132 526207 1966425 1001742 1664328 1895476 1895735 2164239 523387 647511 389826 987731 530221 1185065 140389 1883174 1530073 1950144 307104 1621996 1108106 1430536 389314 1164445 486925 876273 1878342 561131 945749 1706638 1934610 1600557 2080941 1401259 1598785 2072714 2039421 1392076 500784 226009 2035439 1747688 1462084 1257619 301121 1248078 592011 1198077 1965361 907073 327857 1543945 1908436 1250398 1730269 138046 1095145 1057516 451639 1155545 1354557 1567688 1877535 1987918 452449 1951418 2216719 568546 515583 1832288 1352874 1843916 462209 1325941 1597861 23025 176715 1241742 1791144 708182 1448840
1591894,2132306 981688 2068506 552904 1987339 2164206 144244 242859 981688 2068506 148935 2132306 1764845 657975 148935 552904 1764845 242859 657975 2164206
1592416,1637639 1769716 783115 244982
1593124,1860564 1754951 1396996 724605 833965 475753 1549329 1504854 959100 1619 350677 24425 458474 516091 2248764 314179 276102 743115 526952 1235129 1103879 256138 1894534 969949 793274 1423099 739775 1066123 924991 1550499 1357777 158090 50606 1107877 557320 1884711 1486369 1491037 1202314 732685 1994008 2248155
1595341,1803806 2205100 12237 2126374 2000718 198795 397197 2000492 139445 1516264 1854721 1009083 1476298 86456 1005039
1601446,1429843 681382 1604024 1634637 878894 1403574 1855638 998065 116734 820992 1470196 775866 1499272 1156881 1264475 874315 489842 1909747 914074 2020320 2187959 568387 1250085 1378731 2064333 151722
1606530,682220 1145138 972583 1100288 2051620 1882729 1341472 1646401
1608838,1454497 795710 1713299 847792 249020 1569291 233525 1599175 1871315 2088177 652264 1860599 1915891 1235913 361001 624294 355452 1439476 2242429 2250958
1609818,951656 728122 1241191 992774 1282437 1172730
1610757,1880017 574152 2034552 402513 2054307 770130 877711 1687272 181708 1576307 1146703 2141594 2058038 1715928 1425470 1894066 1812036 1301611 1148131 2240370 1255227 80169 408793 116562 39349 1228718 817397 1793776 1067809 106675 550464 154531 364507 942124 373685 33862 751613 1400660 1735590 31474 1263098 732946 1911022 1111791 1550626 212740 1505011 1386976 2018080 907825 1974725 1033909 1424369 495191 1759992 1634228 1918236 702992 1935950 724065 691350 614702 1819847 1802982 528821 1647020 1019906 631384 1699756 1817619 217523 729276 263834 774717 1477045 2016498 1840158 1259853 1359873 2149018 1537311 394930 2080884 1164514 1100857 1888203 513679 2066858 956200 1584953 830464 170237 654988 1539505 227033 2069390 1459393 1464257 2194280 1537518 1231813 1105411 1532847 296348 437398 1842388 1273325 721454 210333 1347002 698172 1498477 1644847 1731533 41399 308650 1421524 1787268 146458 44949 658944 1939523 681066 1058355 2014569 260005 1284989 277311 410980 1916335 539963 1132613 1029917 197352 2139380 1647920 811182 2065715 2255366 2198287 635332 605310 2165671 2059747 1302777 508545 1566667 284747 617189 1159728 2204585 887827 398375 558469 551067 544781 691243 362207 1150807 1361721 862069 1381165 2132792 1029338 121578 1895264 25873 2090879 373820 633777 871911 196966 1581240 714599 1890920 2230603 1122892 2000425 545642 2018383 2115498 1126506 1371103 1578675 270496 1671473 496810 745541 357434 170480 1075939 668759 1162126 85644 625183 735271 2096190 1053817 429273 2003184 186891 2158864 457679 923597 1572374 889097 1932670 1199354 1693487 453933 437792 1812216 798625 231458 1868628 57593 223812 794439 1935621 779569 31155 1612709 1412081 1883562 1203412 716578 2248832 2103544 1627520 1103372 1373319 225477 394620 283742 1765708 1925732 511635 222239 2140737 993605 923123 465605 1202255 158042 631685 1932522 296423 2111614 1849989 1521283 757987 293951 1437655 1551959 1669373 2202938 476430 223401 761147 470794 509495 542011 2231071 124565 1533772 574566 402535 1287391 1544449 784888 1392300 286929 1456847 2153334 1729408 1141384 1245319 1773126 954266 832761 43335 1677682 225473 1316246 121486 129125
1610879,1352622 908651 2019197
1611172,1988725 1452026 1387470 1247184 349383 1920007 763044 869480 156265 1556171 1927240 1677904 200225 1824787 1104016 2087161 1293005 352102 1072857 757588 479313 1634596 1481959 1440655 2235080 680926 1853110 1423076 1489368 2060783 984285
1612381,941840 559451 194123 1160175 1073508 1202958 1868638 106340 1487310 245186 401954 1412325 1096851 1663265 900919 102052 182244 269401 207734 1528737 373730 1451344 1013328 1311520 284415 539298 300629 1522800 672592 1994624 2190368 1377519 6546 588956 292202 765016 172517 2142597 1204778 1027679 1671675 487475 1578616 266744 2019238 1942414 1958346 2029069 766741 825482 409785 1455112 405348 2082558 2206297 439229 1387239 659386 755292 2017731 21637 1893769 1509977 463746 262613 1648868
1614960,1885004 120506 1991919 747986 1488733 1858976
1617556,451746 221580 2094132 529545 478077 1995851 2076343 1748536 457890 2092721 2121024 794634 1777853 1346266 789614 2211510 1746924 2245220 1684458 1832322 558667 1012417 1073092 1114620 915999 1991531 1050554 2213267 606973 380778 426796 954889 205903 838439 2220723 1402808 659444 201179 184048 115770 1370084 491786 493500 57281 1151476 1165402 868285 719398 1585264 1863534 1815453 1275814 464656 1644075 71500 767215 1324835 478343 844956 1905180 1697614 307288 940786 884486 2038413 1526703 2070730 372591 1053405 835484 252647 330032 2097525 327097 421263 151706 2131597 566509 1126123 1299217 1206701 1694893 1311448 757677 1368256 1817997 496225 217697 1092402 1191597 1977023 516982 247125 2198500 1690532 969987 886704 1036855 1861692 1921586 1462753 1008427 625767 129120 1699721 1363122 2082419 1567299 1899612 1865619 1523165 929275 862450 156033 1631108 2049289 1607383 2148247 1751688 379971 2102208 1543840 637816 1127794 737973 302350 1838500 1269662 590529 2142719 664973 1805870 1530371 2140486 1962948 331143 2046675 1652200 25172 2175263 2051270 169001 1378492 807088 1159403 1956014 521614 1439612 412825 1499409 1130631 1211082
1618149,2166908 1832787 780285 1233342 1489131 1322177 2243036 2243036 2243036
1618787,1194253 1056979 1498184 1606491 449773 1672167 758344 225064 2131915 1971711 1067535 726162 328756 1268967 662510 163438 1417913 633605 2057976 747231 358389 1680144 1816738 1580181 1643521 598417 493413 121402 1654648 716577 1202864 1045392 352610 1950085 1846341 1637545 739458 1326637 1939148 1728341 876750 2146710 193228 413952 20122 1773942 941574 1078425 1023456 2193012 935058 920616 1811155 1226222 1667880 1798656 1129144 77146 500592 488329 1504357 1366223 1375320 8102 363124 882386 672943 83450 910835 1664662 1936507 779444 325300 609423 1337224 1561747 1236054 453973 210963 1907570
1619388,146521 699434 634734 621410 2140971 1297730 387325 69323 269217 1492033 40389 95019 710599 1672157 1462965 145455 1827595 1406506 1053790 1406425 2174137 878380 453588 283043 240191 1283057 235170 1652767 1129995 81885 1083584 1867451 2140957 1343321 1971083 158770 136000 1121601 306070 1072863 1925892 1536284 2016296 2093628 369991 1037300 2154512 716593 2007285 1607921 1414308 79168 391686 157667 209053 1091964 2258499 1184734 1336194 122633 1275841 2208370 140539 515296 1198660 1077568 291939 1130029 1855792 1692049 1414909 1050967 1449204 2201150 2168189 1991452 867378 2154314 28469 1059280 1438626 2190342 2212856 261580 564360 294602 1506843 2132566 290632 985343 1277921 1153642 1316196 688602 2198560 1152408 1837185 976759 1657801 900885 552161 1580846 2091564 1592803 46596 844499 1722472 1092093 1543236 389416 1235419 70729 802039 1109250 2090328 336206 2050855 1460175 1076525 356294 1021431 790862 1793479 573254 79801 851338 11446 2243212 1591753 1089572 1737572 209053 926874 806097 553803 1354988 1446908 889020 1899862 1975844 331569 901483 1028318 537406 2196171 675491 961424 1554435 1469711 1271148 1844585 2233569 771381 969718 1708085 521749 1381853 2220574 952220 621086 73032 1924859 1789503 391445 270147 1501619 1083531 2070154 1463143 1656798 1992692 790889 1111977 1855981 934404 2164281 403035 1536204 2219365 1515248 893799 621788 438518 828508 1089379 546072 2112284
1620317,1886717 1040578 905343 803494 2171849 1372123 927216 1358861 1538393 999856 1520170 1032814 2075103 1918106 738907 2063574 459953 1179117 324717 1987850 557347 1816953 1426500 461960 1132097 150649 1116409 2106275
1622536,1364043 1771967 1328004 183005 1478580 128700 1125258 1378013 976325 1269441 1906582 418865 1650025
1627551,1046289 75495 1640131 1302997 1533456 697791 2231961 1396819 1291127 1396819 1154016 2028380 1132902 487006 2163462 697791 604230 846936 2047930 869460 1132902 385860 487006 1517911 1647748 1293149 296717 214208 658868 919297 1686456 1647748 1324012 1851375 86733 1195510 1936899 1195510 1805377 962098 1517911
1627891,1648609 1336239 1527930 1080038 1117352 340820
1628215,905459 1408376 620953 860526 208831 221884 1468881 1831106 399306 675079 658422 1494215 742310 818090 1816164 47158 181069 1941422 28518 104190 95070 226872 178912 1973122 860720 1156804 174434 2138815 1400739 729135 549276 1580251 1022145 1510212 1479035 968709 768870 1917090 1685485 842875 2102013 1797780 144424 630785 724366 1882727 1845601 1357896 637384 2153022 1101572 541271 1697124 229984 1594563 698216 425153
1628907,231079 2229568 328706 259567 1492249 1353988 1389694 21582 771017 1885617 795427 2125219 266737 1088546 1389665 234953 901164 989593 757330 1621571 1465564 869819 2077163 812575 1301612 1947406 1895160 833775 661986 1673633 1470171 875834 2234342 248741 921478 612155 1199733 1970185 1597993 1608995 886737 1866363 204118 798959 1422734 694973 614846 359453 356305 1526189 1925786 35266 588054 1763665 340425 885208 530671 244767 688587 1265611 1790643 79263 288180 2229112 384290 928879 1125771 2183212 1901273 1058652 52016 827600 1529771 2196241 1656480 261575 36972 1066127 1858609 1543783 1640455 1666876 1320033 955579 363995 1401061 1754989 988066 1066137 255714 317888 2085226 1458405 1643029 1965068 1571598 1978394 1114659 1641699 1741241 263903 1236095 1230938 1772173 141566 2189434 1366125 399197 905350 308170 1573404 493456 994626 307330 1931810 1869398 1838712 2189529 320405 227550 1487846 1213281 842225 1951767 1809516 335838 1056859 737705 1816903 1537439 198935 446903 1825728 1578562 1148866 189680 1726881 821679 2173400 165103 2050473 356694 2012615 1524113 296913 2064031 1063982 650349 599080 84161 447507 1324914 259372 744680 1526189 1477231 875158 1259835 235209 726803 1940258 1569225 1542781 1251122 783668 1729846 2020998 1850192 1542346 1702039 70121 130406 1207171 1324596 2154534 203799 1569923 311378 1337812 812450 452094 1301278 2153750 1154925 1209171 2079443 386808 559121 1022093 1875397 918524 833427 674005 1844752 2070393 1603784 878165 443146 2014450 727639 514677 1426571 748271 342344 1733498 2138189 69864 1604555 2032105 2110988 768234 692193 1427709 431991 1142321 1263565 875108 1137376 1660573 2208273 2216951 903685 2011026 83455 96777 1314303 812522 127828 748378 22299 1450607 1692552 179029 20193 601985 1330965 661083 1171351 1865879 2134361 1853698 583031 935598 224029 223828 632369 435173 1086172 698418 244584 1799357 343832 219170 1099846 1033481 328753 1215400 1340908 1216760 1073014 1948142 1748780 1186220 517435 2133514 1377905 1706396 1294107 170950 1101125 588223 13284 292819 802789 769047 197716 938386 901808 483447 105451 2223952 1482118 1508165 830318 1104368 1387404 2182296 318929 1551805 1547812 239484 1216812 1669413 538703 213644 1639889 1189938 1334470 874382 2135818 1377386 1393763 2008483 1764194 2198251 1919291 1933679 477788 820334 152033 2057888 1594280 373183 1777355 1871766 1823753 2186370 789965
1632490,98902 1050198 2258008 70179 1303687 1978581 1083251 87480 2196890 480140
1633286,1833431 904221 1590560 1281971 937976 871502 2159954 2195001 1669046 2234024 1141492 714751
1634989,420668 1825490 1759996 357986 588115 1807362 229344 575078 667569 1951819 494027 858318 2100306
1635205,492423 676527 462603 1064557 1582608 2013143 738588 520151 2125407 509522 740618 301369 632390 1503324 413227 1150291 2051376 2103105 1439531 829631 1214874 246984 1359213 2128942 2158336 1114358 1589485 1930421 663543 280537 802023 1883891 2200853 1173376 828921 1758951 789747 267451 179778 1440313 399703 733459 2056449 1010455 210669 1942207 1872918 1551825 1286360 281264 2120159 578841 2076383 1201054 675126 12653 1248889 1263099 1292857 1111469 500386 1804984 293743 1565081 283569 539623 2171350 101203 77665 1149441 1888696 527464 1015292 57358 1460596 1680594 169078 1305230 1547917 1322553 557732 2022211 2203669 704113 1674712 1214516 877771 674278 2116893 967917 502988 502356 592573 2185032 641458 155103 1935142 1565693 1572379 448352 1357366 1051666 2209994 1834639 235712 1270842 435865
1636019,1188852 1832773 297024 1926444 1659265 623261 1276049 484890 386298 608874 1373904 583852 990096 295583 227747 1176791 887227 513904 417086 570446 1232603 1757083 1595323 463073 2236683 1338901 951531 488052 436871 2066179 2240003 879861 2003309 1987582 211863 639231 847950 1428023
1638124,1553601 343298 2129715 198635 1227850 661672 1186171 1898192 1611663 2075014 761084 266458 2130166 1493655 999187 139758 1989479
1638241,1801577 1652760 1048687 625154 29243 2093461
1639940,626366 1920319 171418 1497989 1734031 523620
1641240,1365260 1652035 486073 455923 364284 2183836 551147 1917402 361063 1711419 2141473 1527508 867046 1290538 1460137 8268 1307864 1979703 1623600 124857 1014809 1737596 465477 1147749 73146 394336 1726067 1838108 193531 186250 539471 1055708 1406706 941980 1664071 281268 939506 544847 553109 827866 1918359 1318406 71250 835869 1915423 1621308 2227257 1523946 1182875 1654304 2180379 2050194 1026757 795267 2024965 462690 1890998 1272747 916517 829192 262908 1163962 1047509 976226 1062562 1897832 184521 1511915 830362 1112241 909980 2165080 2057772 1283807 1318462 694920 968600 435964 144040 636026 1005491 2012046 995820 1997674 686785 618962 865038 358024 538522 853335 563469 1146494 1175340 2226191 1873291 114040 199702 314140 1165239 2013778 1482126 1208683 1262621 1855202 5273 1248142 2038142 1771867 1740469 173364 2128257 423594 2140391 1544473 267200 1889778
1643129,1778454 961633 198459 1660738 2050759 2019 1316343 703060 1741291 29732 1020697 1764932 1695666 1877033 990737 1497918 162418 1429675 80878 1968165 2154993 691999 1016337 250408
1643484,1321377 982636
1643735,1466174 622740 70804 681920 107485 2190780 831161 375716 537876 1456265 1318684 1365440 1807750 430257 651757 1202739 2083847 1438030 2190047 2252899 741742 631900 837835 188871 1000533 1103264 2222095 1401826 2166969 212829 1962723 1990700 536399 1989158 900163 1765854 882331 1395829 1095301 1128930 104384
1644533,168819 584876 1978775 932357 492572 1854166 1379924 80411 1608080 750763 533291 618569 915856
1645692,1105199 1497819 353596 1532308 621277 186832 168543 402576 596459 770703 2077518 448696 1217902 2100280 1490386 2078509 940283 1041165 203569 408283 1462888 1119552 1616055 1148780 1984906 489778 1389478
1645940,1581234 2041521 1375352 909494 212937 2178485
1646128,1609793 1872633 2135806 660767 1455723 267601 1531414 1369611 1218200 1739271
